GENE_NAME,ID,DESCRIPTION,SUMMARY
PRKCQ,5588,protein kinase C theta,"Protein kinase C (PKC) is a family of serine- and threonine-specific protein kinases that can be activated by calcium and the second messenger diacylglycerol. PKC family members phosphorylate a wide variety of protein targets and are known to be involved in diverse cellular signaling pathways. PKC family members also serve as major receptors for phorbol esters, a class of tumor promoters. Each member of the PKC family has a specific expression profile and is believed to play a distinct role. The protein encoded by this gene is one of the PKC family members. It is a calcium-independent and phospholipid-dependent protein kinase. This kinase is important for T-cell activation. It is required for the activation of the transcription factors NF-kappaB and AP-1, and may link the T cell receptor (TCR) signaling complex to the activation of the transcription factors. [provided by RefSeq, Jul 2008]"
PIK3CD-AS1,644997,PIK3CD antisense RNA 1,
SOCS1,8651,suppressor of cytokine signaling 1,"This gene encodes a member of the STAT-induced STAT inhibitor (SSI), also known as suppressor of cytokine signaling (SOCS), family. SSI family members are cytokine-inducible negative regulators of cytokine signaling. The expression of this gene can be induced by a subset of cytokines, including IL2, IL3 erythropoietin (EPO), CSF2/GM-CSF, and interferon (IFN)-gamma. The protein encoded by this gene functions downstream of cytokine receptors, and takes part in a negative feedback loop to attenuate cytokine signaling. Knockout studies in mice suggested the role of this gene as a modulator of IFN-gamma action, which is required for normal postnatal growth and survival. [provided by RefSeq, Jul 2008]"
KIR2DL3,3804,"killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3","Killer cell immunoglobulin-like receptors (KIRs) are transmembrane glycoproteins expressed by natural killer cells and subsets of T cells. The KIR genes are polymorphic and highly homologous and they are found in a cluster on chromosome 19q13.4 within the 1 Mb leukocyte receptor complex (LRC). The gene content of the KIR gene cluster varies among haplotypes, although several ""framework"" genes are found in all haplotypes (KIR3DL3, KIR3DP1, KIR3DL4, KIR3DL2). The KIR proteins are classified by the number of extracellular immunoglobulin domains (2D or 3D) and by whether they have a long (L) or short (S) cytoplasmic domain. KIR proteins with the long cytoplasmic domain transduce inhibitory signals upon ligand binding via an immune tyrosine-based inhibitory motif (ITIM), while KIR proteins with the short cytoplasmic domain lack the ITIM motif and instead associate with the TYRO protein tyrosine kinase binding protein to transduce activating signals. The ligands for several KIR proteins are subsets of HLA class I molecules; thus, KIR proteins are thought to play an important role in regulation of the immune response. [provided by RefSeq, Jul 2008]"
RASGEF1A,221002,RasGEF domain family member 1A,"Enables guanyl-nucleotide exchange factor activity. Involved in cell migration and positive regulation of Ras protein signal transduction. Predicted to be located in cytosol. [provided by Alliance of Genome Resources, Apr 2022]"
MCTP2,55784,multiple C2 and transmembrane domain containing 2,"Enables calcium ion binding activity. Predicted to be involved in regulation of neurotransmitter secretion. Located in cytosol and nucleoplasm. Is integral component of membrane. [provided by Alliance of Genome Resources, Apr 2022]"
SLA2,84174,Src like adaptor 2,"This gene encodes a member of the SLAP family of adapter proteins. The encoded protein may play an important receptor-proximal role in downregulating T and B cell-mediated responses and inhibits antigen receptor-induced calcium mobilization. This protein interacts with Cas-Br-M (murine) ecotropic retroviral transforming sequence c. Two transcript variants encoding distinct isoforms have been identified for this gene. [provided by RefSeq, Jul 2008]"
LINC02908,401563,long intergenic non-protein coding RNA 2908,
TESPA1,9840,"thymocyte expressed, positive selection associated 1","Predicted to enable phospholipase binding activity. Predicted to be involved in several processes, including COP9 signalosome assembly; positive regulation of T cell differentiation in thymus; and positive regulation of T cell receptor signaling pathway. Predicted to act upstream of or within TCR signalosome assembly. Part of COP9 signalosome. [provided by Alliance of Genome Resources, Apr 2022]"
CLEC4D,338339,C-type lectin domain family 4 member D,"This gene encodes a member of the C-type lectin/C-type lectin-like domain (CTL/CTLD) superfamily. Members of this family share a common protein fold and have diverse functions, such as cell adhesion, cell-cell signalling, glycoprotein turnover, and roles in inflammation and immune response. This gene is closely linked to other CTL/CTLD superfamily members on chromosome 12p13 in the natural killer gene complex region. [provided by RefSeq, Jul 2008]"
CD200R1,131450,CD200 receptor 1,"This gene encodes a receptor for the OX-2 membrane glycoprotein. Both the receptor and substrate are cell surface glycoproteins containing two immunoglobulin-like domains. This receptor is restricted to the surfaces of myeloid lineage cells and the receptor-substrate interaction may function as a myeloid downregulatory signal. Mouse studies of a related gene suggest that this interaction may control myeloid function in a tissue-specific manner. Alternative splicing of this gene results in multiple transcript variants. [provided by RefSeq, Jul 2008]"
BEND4,389206,BEN domain containing 4,"Predicted to enable DNA binding activity. [provided by Alliance of Genome Resources, Apr 2022]"
KLHDC7B,113730,kelch domain containing 7B,
ZNF80,7634,zinc finger protein 80,"Predicted to enable DNA-binding transcription factor activity, RNA polymerase II-specific and RNA polymerase II transcription regulatory region sequence-specific DNA binding activity. Predicted to be involved in regulation of transcription by RNA polymerase II. Predicted to act upstream of or within negative regulation of transcription by RNA polymerase II. Predicted to be located in cytoplasm. [provided by Alliance of Genome Resources, Apr 2022]"
CD1E,913,CD1e molecule,"This gene encodes a member of the CD1 family of transmembrane glycoproteins, which are structurally related to the major histocompatibility complex (MHC) proteins and form heterodimers with beta-2-microglobulin. The CD1 proteins mediate the presentation of primarily lipid and glycolipid antigens of self or microbial origin to T cells. The human genome contains five CD1 family genes organized in a cluster on chromosome 1. The CD1 family members are thought to differ in their cellular localization and specificity for particular lipid ligands. The protein encoded by this gene localizes within Golgi compartments, endosomes, and lysosomes, and is cleaved into a stable soluble form. The soluble form is required for the intracellular processing of some glycolipids into a form that can be presented by other CD1 family members. Many alternatively spliced transcript variants encoding different isoforms have been described. Additional transcript variants have been found; however, their biological validity has not been determined. [provided by RefSeq, Jun 2010]"
SIGLEC10,89790,sialic acid binding Ig like lectin 10,"SIGLECs are members of the immunoglobulin superfamily that are expressed on the cell surface. Most SIGLECs have 1 or more cytoplasmic immune receptor tyrosine-based inhibitory motifs, or ITIMs. SIGLECs are typically expressed on cells of the innate immune system, with the exception of the B-cell expressed SIGLEC6 (MIM 604405).[supplied by OMIM, Jul 2002]"
KIAA0366,23501,KIAA0366 protein,
LILRA4,23547,leukocyte immunoglobulin like receptor A4,"This gene encodes an immunoglobulin-like cell surface protein that is expressed predominantly on plasmacytoid dendritic cells (PDCs) and modulates the function of these cells in the immune response. Expression of this gene is downregulated by interleukin 3 (IL3). This gene is one of a cluster of highly related genes located at chromosomal region 19q13.4. [provided by RefSeq, Jan 2015]"
RBP5,1381,cellular retinoic acid binding protein 1,"This gene encodes a specific binding protein for a vitamin A family member and is thought to play an important role in retinoic acid-mediated differentiation and proliferation processes. It is structurally similar to the cellular retinol-binding proteins, but binds only retinoic acid at specific sites within the nucleus, which may contribute to vitamin A-directed differentiation in epithelial tissue. [provided by RefSeq, Jul 2008]"
NDRG4,65009,NDRG family member 4,"This gene is a member of the N-myc downregulated gene family which belongs to the alpha/beta hydrolase superfamily. The protein encoded by this gene is a cytoplasmic protein that is required for cell cycle progression and survival in primary astrocytes and may be involved in the regulation of mitogenic signalling in vascular smooth muscles cells. Alternative splicing results in multiple transcripts encoding different isoforms.[provided by RefSeq, Jun 2011]"
LGALS9,3965,galectin 9,"The galectins are a family of beta-galactoside-binding proteins implicated in modulating cell-cell and cell-matrix interactions. The protein encoded by this gene is an S-type lectin. It is overexpressed in Hodgkin's disease tissue and might participate in the interaction between the H&RS cells with their surrounding cells and might thus play a role in the pathogenesis of this disease and/or its associated immunodeficiency. Multiple alternatively spliced transcript variants have been found for this gene. [provided by RefSeq, Jul 2008]"
RASSF6,166824,Ras association domain family member 6,"This gene encodes a member of the Ras-association domain family (RASSF). Members of this family form the core of a highly conserved tumor suppressor network, the Salvador-Warts-Hippo (SWH) pathway. The protein encoded by this gene is a Ras effector protein that induces apoptosis. A genomic region containing this gene has been linked to susceptibility to viral bronchiolitis. Alternative splicing results in multiple transcript variants and protein isoforms. [provided by RefSeq, Jul 2012]"
FAM26F,441168,calcium homeostasis modulator family member 6,"Predicted to enable cation channel activity. Predicted to be involved in cation transmembrane transport. Predicted to be integral component of membrane. Predicted to be integral component of plasma membrane. [provided by Alliance of Genome Resources, Apr 2022]"
PHKA1,5255,phosphorylase kinase regulatory subunit alpha 1,"Phosphorylase kinase is a polymer of 16 subunits, four each of alpha, beta, gamma and delta. The alpha subunit includes the skeletal muscle and hepatic isoforms, and the skeletal muscle isoform is encoded by this gene. The beta subunit is the same in both the muscle and hepatic isoforms, and encoded by one gene. The gamma subunit also includes the skeletal muscle and hepatic isoforms, which are encoded by two different genes. The delta subunit is a calmodulin and can be encoded by three different genes. The gamma subunits contain the active site of the enzyme, whereas the alpha and beta subunits have regulatory functions controlled by phosphorylation. The delta subunit mediates the dependence of the enzyme on calcium concentration. Mutations in this gene cause glycogen storage disease type 9D, also known as X-linked muscle glycogenosis. Alternatively spliced transcript variants encoding different isoforms have been identified in this gene. A pseudogene has been found on chromosome 1.[provided by RefSeq, Feb 2010]"
ASCL2,430,achaete-scute family bHLH transcription factor 2,"This gene is a member of the basic helix-loop-helix (BHLH) family of transcription factors. It activates transcription by binding to the E box (5'-CANNTG-3'). Dimerization with other BHLH proteins is required for efficient DNA binding. Involved in the determination of the neuronal precursors in the peripheral nervous system and the central nervous system. [provided by RefSeq, Jul 2008]"
ADAMDEC1,27299,ADAM like decysin 1,"This encoded protein is thought to be a secreted protein belonging to the disintegrin metalloproteinase family. Its expression is upregulated during dendritic cells maturation. This protein may play an important role in dendritic cell function and their interactions with germinal center T cells. [provided by RefSeq, Jul 2008]"
CD80,941,CD80 molecule,"The protein encoded by this gene is a membrane receptor that is activated by the binding of CD28 or CTLA-4. The activated protein induces T-cell proliferation and cytokine production. This protein can act as a receptor for adenovirus subgroup B and may play a role in lupus neuropathy. [provided by RefSeq, Aug 2011]"
DBH,1621,dopamine beta-hydroxylase,"The protein encoded by this gene is an oxidoreductase belonging to the copper type II, ascorbate-dependent monooxygenase family. The encoded protein, expressed in neuroscretory vesicles and chromaffin granules of the adrenal medulla, catalyzes the conversion of dopamine to norepinephrine, which functions as both a hormone and as the main neurotransmitter of the sympathetic nervous system. The enzyme encoded by this gene exists exists in both soluble and membrane-bound forms, depending on the absence or presence, respectively, of a signal peptide. Mutations in this gene cause dopamine beta-hydroxylate deficiency in human patients, characterized by deficits in autonomic and cardiovascular function, including hypotension and ptosis. Polymorphisms in this gene may play a role in a variety of psychiatric disorders. [provided by RefSeq, Aug 2017]"
CD79B,974,CD79b molecule,"The B lymphocyte antigen receptor is a multimeric complex that includes the antigen-specific component, surface immunoglobulin (Ig). Surface Ig non-covalently associates with two other proteins, Ig-alpha and Ig-beta, which are necessary for expression and function of the B-cell antigen receptor. This gene encodes the Ig-beta protein of the B-cell antigen component. Alternatively spliced transcript variants encoding different isoforms have been described. [provided by RefSeq, Jul 2008]"
C1orf54,79630,chromosome 1 open reading frame 54,"Predicted to be located in extracellular region. [provided by Alliance of Genome Resources, Apr 2022]"
NLRP7,199713,NLR family pyrin domain containing 7,"This gene encodes a member of the NACHT, leucine rich repeat, and PYD containing (NLRP) protein family. It has an N-terminal pyrin domain, followed by a NACHT domain, a NACHT-associated domain (NAD), and a C-terminal leucine-rich repeat (LRR) region. NLRP proteins are implicated in the activation of proinflammatory caspases through multiprotein complexes called inflammasomes. This gene may act as a feedback regulator of caspase-1-dependent interleukin 1-beta secretion. Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Jul 2008]"
PSTPIP2,9050,proline-serine-threonine phosphatase interacting protein 2,"Predicted to enable actin filament binding activity. Predicted to be involved in actin filament polymerization. Predicted to be located in cytoskeleton and membrane. Predicted to be active in actin filament; cytoplasm; and plasma membrane. [provided by Alliance of Genome Resources, Apr 2022]"
TOX2,84969,TOX high mobility group box family member 2,"Enables transcription coactivator activity. Involved in positive regulation of transcription by RNA polymerase II. Located in nucleoplasm. [provided by Alliance of Genome Resources, Apr 2022]"
MIXL1,83881,Mix paired-like homeobox,"Enables RNA polymerase II-specific DNA-binding transcription factor binding activity and sequence-specific double-stranded DNA binding activity. Predicted to be involved in several processes, including endodermal cell differentiation; hematopoietic progenitor cell differentiation; and positive regulation of mesoderm development. Predicted to act upstream of or within cell migration involved in gastrulation and hemopoiesis. Located in nucleoplasm. [provided by Alliance of Genome Resources, Apr 2022]"
SCIMP,388325,SLP adaptor and CSK interacting membrane protein,"This gene encodes a transmembrane adaptor protein that is expressed in antigen-presenting cells and is localized in the immunologic synapse. The encoded protein is involved in major histocompatibility complex class II signal transduction and immune synapse formation. Alternatively spliced transcript variants have been found for this gene. [provided by RefSeq, Dec 2012]"
CD38,952,CD38 molecule,"The protein encoded by this gene is a non-lineage-restricted, type II transmembrane glycoprotein that synthesizes and hydrolyzes cyclic adenosine 5'-diphosphate-ribose, an intracellular calcium ion mobilizing messenger. The release of soluble protein and the ability of membrane-bound protein to become internalized indicate both extracellular and intracellular functions for the protein. This protein has an N-terminal cytoplasmic tail, a single membrane-spanning domain, and a C-terminal extracellular region with four N-glycosylation sites. Crystal structure analysis demonstrates that the functional molecule is a dimer, with the central portion containing the catalytic site. It is used as a prognostic marker for patients with chronic lymphocytic leukemia. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Sep 2015]"
GPR82,27197,G protein-coupled receptor 82,"The protein encoded by this gene is an orphan G protein-coupled receptor of unknown function. The encoded protein is a member of a family of proteins that contain seven transmembrane domains and transduce extracellular signals through heterotrimeric G proteins. [provided by RefSeq, Sep 2011]"
ZBP1,10642,insulin like growth factor 2 mRNA binding protein 1,"This gene encodes a member of the insulin-like growth factor 2 mRNA-binding protein family. The protein encoded by this gene contains four K homology domains and two RNA recognition motifs. It functions by binding to the mRNAs of certain genes, including insulin-like growth factor 2, beta-actin and beta-transducin repeat-containing protein, and regulating their translation. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, May 2009]"
TNF,7124,tumor necrosis factor,"This gene encodes a multifunctional proinflammatory cytokine that belongs to the tumor necrosis factor (TNF) superfamily. This cytokine is mainly secreted by macrophages. It can bind to, and thus functions through its receptors TNFRSF1A/TNFR1 and TNFRSF1B/TNFBR. This cytokine is involved in the regulation of a wide spectrum of biological processes including cell proliferation, differentiation, apoptosis, lipid metabolism, and coagulation. This cytokine has been implicated in a variety of diseases, including autoimmune diseases, insulin resistance, psoriasis, rheumatoid arthritis ankylosing spondylitis, tuberculosis, autosomal dominant polycystic kidney disease, and cancer. Mutations in this gene affect susceptibility to cerebral malaria, septic shock, and Alzheimer disease. Knockout studies in mice also suggested the neuroprotective function of this cytokine. [provided by RefSeq, Aug 2020]"
IDDM21,117289,T cell activation RhoGTPase activating protein,"This gene encodes a member of the Rho GTPase-activator protein superfamily. The encoded protein may function as a Rho GTPase-activating protein. Alterations in this gene may be associated with several diseases, including rheumatoid arthritis, celiac disease, and multiple sclerosis. Alternate splicing results in multiple transcript variants encoding distinct isoforms. [provided by RefSeq, Jul 2013]"
ITGAD,3681,integrin subunit alpha D,"This gene belongs to the beta-2 integrin family of membrane glycoproteins, which are are composed of non-covalently linked alpha and beta subunits to form a heterodimer. It encodes the alpha subunit of the cell surface heterodimers and is involved in the activation and adhesion functions of leukocytes. The gene is located about 11kb downstream of the integrin subunit alpha X gene, another member of the integrin family. It is expressed in the tissue and circulating myeloid leukocytes. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Dec 2015]"
TASL,80231,TLR adaptor interacting with endolysosomal SLC15A4,"Involved in positive regulation of innate immune response; positive regulation of toll-like receptor signaling pathway; and regulation of lysosomal lumen pH. Located in endolysosome membrane. [provided by Alliance of Genome Resources, Apr 2022]"
IL7,3574,interleukin 7,"The protein encoded by this gene is a cytokine important for B and T cell development. This cytokine and the hepatocyte growth factor (HGF) form a heterodimer that functions as a pre-pro-B cell growth-stimulating factor. IL7 is found to be a cofactor for V(D)J rearrangement of the T cell receptor beta (TCRB) during early T cell development. This cytokine can be produced locally by intestinal epithelial and epithelial goblet cells, and may serve as a regulatory factor for intestinal mucosal lymphocytes. IL7 plays an essential role in lymphoid cell survival, and in the maintenance of naive and memory T cells. Alternative splicing results in multiple transcript variants encoding distinct isoforms. Additional splice variants have been described but their presence in normal tissues has not been confirmed. Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection can be a potent inducer of proinflammatory cytokines and chemokines which may defend against the infection, but may also mediate destructive lung injury. Elevated serum IL7 levels, together with several other circulating cytokines and chemokines, has been found to be associated with the severity of Coronavirus Disease 19 (COVID-19). [provided by RefSeq, Jul 2020]"
TNFRSF13B,23495,TNF receptor superfamily member 13B,"The protein encoded by this gene is a lymphocyte-specific member of the tumor necrosis factor (TNF) receptor superfamily. It interacts with calcium-modulator and cyclophilin ligand (CAML). The protein induces activation of the transcription factors NFAT, AP1, and NF-kappa-B and plays a crucial role in humoral immunity by interacting with a TNF ligand. This gene is located within the Smith-Magenis syndrome region on chromosome 17. [provided by RefSeq, Jul 2008]"
CD69,969,CD69 molecule,"This gene encodes a member of the calcium dependent lectin superfamily of type II transmembrane receptors. Expression of the encoded protein is induced upon activation of T lymphocytes, and may play a role in proliferation. Furthermore, the protein may act to transmit signals in natural killer cells and platelets. [provided by RefSeq, Aug 2011]"
ZNF831,128611,zinc finger protein 831,"Predicted to enable metal ion binding activity. [provided by Alliance of Genome Resources, Apr 2022]"
TCL1A,8115,TCL1 family AKT coactivator A,"Overexpression of the TCL1 gene in humans has been implicated in the development of mature T cell leukemia, in which chromosomal rearrangements bring the TCL1 gene in close proximity to the T-cell antigen receptor (TCR)-alpha (MIM 186880) or TCR-beta (MIM 186930) regulatory elements (summarized by Virgilio et al., 1998 [PubMed 9520462]). In normal T cells TCL1 is expressed in CD4-/CD8- cells, but not in cells at later stages of differentiation. TCL1 functions as a coactivator of the cell survival kinase AKT (MIM 164730) (Laine et al., 2000 [PubMed 10983986]).[supplied by OMIM, Jul 2010]"
LINC01550,388011,long intergenic non-protein coding RNA 1550,
CD247,919,CD247 molecule,"The protein encoded by this gene is T-cell receptor zeta, which together with T-cell receptor alpha/beta and gamma/delta heterodimers, and with CD3-gamma, -delta and -epsilon, forms the T-cell receptor-CD3 complex. The zeta chain plays an important role in coupling antigen recognition to several intracellular signal-transduction pathways. Low expression of the antigen results in impaired immune response. Two alternatively spliced transcript variants encoding distinct isoforms have been found for this gene. [provided by RefSeq, Jul 2008]"
CD244,51744,CD244 molecule,"This gene encodes a cell surface receptor expressed on natural killer (NK) cells (and some T cells) that mediate non-major histocompatibility complex (MHC) restricted killing. The interaction between NK-cell and target cells via this receptor is thought to modulate NK-cell cytolytic activity. Alternatively spliced transcript variants encoding different isoforms have been found for this gene.[provided by RefSeq, Oct 2009]"
P2RX1,5023,purinergic receptor P2X 1,"The protein encoded by this gene belongs to the P2X family of G-protein-coupled receptors. These proteins can form homo-and heterotimers and function as ATP-gated ion channels and mediate rapid and selective permeability to cations. This protein is primarily localized to smooth muscle where binds ATP and mediates synaptic transmission between neurons and from neurons to smooth muscle and may being responsible for sympathetic vasoconstriction in small arteries, arterioles and vas deferens. Mouse studies suggest that this receptor is essential for normal male reproductive function. This protein may also be involved in promoting apoptosis. [provided by RefSeq, Jun 2013]"
TLR8,51311,toll like receptor 8,"The protein encoded by this gene is a member of the Toll-like receptor (TLR) family which plays a fundamental role in pathogen recognition and activation of innate immunity. TLRs are highly conserved from Drosophila to humans and share structural and functional similarities. They recognize pathogen-associated molecular patterns (PAMPs) that are expressed on infectious agents, and mediate the production of cytokines necessary for the development of effective immunity. The various TLRs exhibit different patterns of expression. This gene is predominantly expressed in lung and peripheral blood leukocytes, and lies in close proximity to another family member, TLR7, on chromosome X. [provided by RefSeq, Jul 2008]"
HSF5,124535,heat shock transcription factor 5,"Enables sequence-specific double-stranded DNA binding activity. Predicted to be involved in regulation of transcription by RNA polymerase II. Predicted to be active in nucleus. [provided by Alliance of Genome Resources, Apr 2022]"
TMEM273,170371,transmembrane protein 273,"Predicted to be integral component of membrane. [provided by Alliance of Genome Resources, Apr 2022]"
CXCR5,643,C-X-C motif chemokine receptor 5,"This gene encodes a multi-pass membrane protein that belongs to the CXC chemokine receptor family. It is expressed in mature B-cells and Burkitt's lymphoma. This cytokine receptor binds to B-lymphocyte chemoattractant (BLC), and is involved in B-cell migration into B-cell follicles of spleen and Peyer patches. Alternatively spliced transcript variants encoding different isoforms have been described for this gene. [provided by RefSeq, Aug 2011]"
HTRA4,203100,HtrA serine peptidase 4,"This gene encodes a member of the HtrA family of proteases. The encoded protein contains a putative signal peptide, an insulin growth factor binding domain, a Kazal protease inhibitor domain, a conserved trypsin domain and a PDZ domain. Based on studies on other related family members, this enzyme may function as a secreted oligomeric chaperone protease to degrade misfolded secretory proteins. Other human HtrA proteins have been implicated in arthritis, tumor suppression, unfolded stress response, apoptosis, and aging. [provided by RefSeq, Oct 2008]"
SNX20,124460,sorting nexin 20,"SNX20 interacts with the cytoplasmic domain of PSGL1 (SELPLG; MIM 600738) and cycles PSGL1 into endosomes.[supplied by OMIM, Feb 2010]"
KIR2DL4,3805,"killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4","Killer cell immunoglobulin-like receptors (KIRs) are transmembrane glycoproteins expressed by natural killer cells and subsets of T cells. The KIR genes are polymorphic and highly homologous and they are found in a cluster on chromosome 19q13.4 within the 1 Mb leukocyte receptor complex (LRC). The gene content of the KIR gene cluster varies among haplotypes, although several ""framework"" genes are found in all haplotypes (KIR3DL3, KIR3DP1, KIR3DL4, KIR3DL2). The KIR proteins are classified by the number of extracellular immunoglobulin domains (2D or 3D) and by whether they have a long (L) or short (S) cytoplasmic domain. KIR proteins with the long cytoplasmic domain transduce inhibitory signals upon ligand binding via an immune tyrosine-based inhibitory motif (ITIM), while KIR proteins with the short cytoplasmic domain lack the ITIM motif and instead associate with the TYRO protein tyrosine kinase binding protein to transduce activating signals. The ligands for several KIR proteins are subsets of HLA class I molecules; thus, KIR proteins are thought to play an important role in regulation of the immune response. This gene is one of the ""framework"" loci that is present on all haplotypes. Alternate alleles of this gene are represented on multiple alternate reference loci (ALT_REF_LOCs). Alternative splicing results in multiple transcript variants, some of which may not be annotated on the primary reference assembly. [provided by RefSeq, Jul 2016]"
RLTPR,146206,capping protein regulator and myosin 1 linker 2,"This gene encodes a member of the CARMIL (capping protein, Arp2/3, myosin-I linker) family of proteins. The encoded protein interacts with and negatively regulates the heterodimeric capping protein and promotes cell migration. Reduced expression of this gene has been observed in human psoriasis patients. Mutations in this gene cause a human immunodeficiency syndrome characterized by smooth muscle tumors and impaired T-cell function. [provided by RefSeq, May 2017]"
CEACAM21,90273,CEA cell adhesion molecule 21,"Predicted to be integral component of membrane. [provided by Alliance of Genome Resources, Apr 2022]"
ZBED6CL,113763,"zinc finger BED-type containing 10, pseudogene",
GBP5,115362,guanylate binding protein 5,"This gene belongs to the TRAFAC class dynamin-like GTPase superfamily. The encoded protein acts as an activator of NLRP3 inflammasome assembly and has a role in innate immunity and inflammation. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jan 2017]"
CD300LF,146722,CD300 molecule like family member f,"This gene encodes a member of the CD300 protein family. Members of this family are cell surface glycoproteins with a single IgV-like extracellular domain, and are involved in the regulation of immune response. The encoded protein is an inhibitory receptor. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jan 2014]"
TRAF3IP3,80342,TRAF3 interacting protein 3,"The gene encodes a protein that mediates cell growth by modulating the c-Jun N-terminal kinase signal transduction pathway. The encoded protein may also interact with a large multi-protein assembly containing the phosphatase 2A catalytic subunit. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Dec 2013]"
C4A,720,complement C4A (Rodgers blood group),"This gene encodes the acidic form of complement factor 4, part of the classical activation pathway. The protein is expressed as a single chain precursor which is proteolytically cleaved into a trimer of alpha, beta, and gamma chains prior to secretion. The trimer provides a surface for interaction between the antigen-antibody complex and other complement components. The alpha chain is cleaved to release C4 anaphylatoxin, an antimicrobial peptide and a mediator of local inflammation. Deficiency of this protein is associated with systemic lupus erythematosus and type I diabetes mellitus. This gene localizes to the major histocompatibility complex (MHC) class III region on chromosome 6. Varying haplotypes of this gene cluster exist, such that individuals may have 1, 2, or 3 copies of this gene. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Nov 2014]"
CD40,958,CD40 molecule,"This gene is a member of the TNF-receptor superfamily. The encoded protein is a receptor on antigen-presenting cells of the immune system and is essential for mediating a broad variety of immune and inflammatory responses including T cell-dependent immunoglobulin class switching, memory B cell development, and germinal center formation. AT-hook transcription factor AKNA is reported to coordinately regulate the expression of this receptor and its ligand, which may be important for homotypic cell interactions. Adaptor protein TNFR2 interacts with this receptor and serves as a mediator of the signal transduction. The interaction of this receptor and its ligand is found to be necessary for amyloid-beta-induced microglial activation, and thus is thought to be an early event in Alzheimer disease pathogenesis. Mutations affecting this gene are the cause of autosomal recessive hyper-IgM immunodeficiency type 3 (HIGM3). Multiple alternatively spliced transcript variants of this gene encoding distinct isoforms have been reported. [provided by RefSeq, Nov 2014]"
ACSL5,51703,acyl-CoA synthetase long chain family member 5,"The protein encoded by this gene is an isozyme of the long-chain fatty-acid-coenzyme A ligase family. Although differing in substrate specificity, subcellular localization, and tissue distribution, all isozymes of this family convert free long-chain fatty acids into fatty acyl-CoA esters, and thereby play a key role in lipid biosynthesis and fatty acid degradation. This isozyme is highly expressed in uterus and spleen, and in trace amounts in normal brain, but has markedly increased levels in malignant gliomas. This gene functions in mediating fatty acid-induced glioma cell growth. Three transcript variants encoding two different isoforms have been found for this gene. [provided by RefSeq, Jul 2008]"
CYBB,1536,cytochrome b-245 beta chain,"Cytochrome b (-245) is composed of cytochrome b alpha (CYBA) and beta (CYBB) chain. It has been proposed as a primary component of the microbicidal oxidase system of phagocytes. CYBB deficiency is one of five described biochemical defects associated with chronic granulomatous disease (CGD). In this disorder, there is decreased activity of phagocyte NADPH oxidase; neutrophils are able to phagocytize bacteria but cannot kill them in the phagocytic vacuoles. The cause of the killing defect is an inability to increase the cell's respiration and consequent failure to deliver activated oxygen into the phagocytic vacuole. [provided by RefSeq, Jul 2008]"
DENND2D,79961,DENN domain containing 2D,"Enables guanyl-nucleotide exchange factor activity. Predicted to be involved in regulation of catalytic activity. Located in cytosol and nucleoplasm. [provided by Alliance of Genome Resources, Apr 2022]"
BCL2L14,79370,BCL2 like 14,"The protein encoded by this gene belongs to the BCL2 protein family. BCL2 family members form hetero- or homodimers and act as anti- or pro-apoptotic regulators that are involved in a wide variety of cellular activities. Overexpression of this gene has been shown to induce apoptosis in cells. Three alternatively spliced transcript variants encoding two distinct isoforms have been reported for this gene. [provided by RefSeq, May 2009]"
CD226,10666,CD226 molecule,"This gene encodes a glycoprotein expressed on the surface of NK cells, platelets, monocytes and a subset of T cells. It is a member of the Ig-superfamily containing 2 Ig-like domains of the V-set. The protein mediates cellular adhesion of platelets and megakaryocytic cells to vascular endothelial cells. The protein also plays a role in megakaryocytic cell maturation. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jan 2015]"
KLRC1,3821,killer cell lectin like receptor C1,"Natural killer (NK) cells are lymphocytes that can mediate lysis of certain tumor cells and virus-infected cells without previous activation. They can also regulate specific humoral and cell-mediated immunity. The protein encoded by this gene belongs to the killer cell lectin-like receptor family, also called NKG2 family, which is a group of transmembrane proteins preferentially expressed in NK cells. This family of proteins is characterized by the type II membrane orientation and the presence of a C-type lectin domain. This protein forms a complex with another family member, KLRD1/CD94, and has been implicated in the recognition of the MHC class I HLA-E molecules in NK cells. The genes of NKG2 family members form a killer cell lectin-like receptor gene cluster on chromosome 12. Multiple alternatively spliced transcript variants encoding distinct isoforms have been observed. [provided by RefSeq, Jan 2015]"
